run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,899867800,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,2384567751,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,713510130,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,175880471,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,2506299350,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,1941511786,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,3519316030,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,44120863,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,2754365894,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,3630188767,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,4064436794,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,516217747,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,1197548055,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,3569243428,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,3549683131,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,2048733386,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,859858579,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,4002218666,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
1,wastesorting,01,noisy-oracle,0.7,0.3,0.8,1997519863,50,ours,experiments_logs/system_log/04_answer_mode/wastesorting/scene_01_step50/answer_noisy_oracle_noise_0-7_thres_0-8
