run_index,domain,scene,threshold,gamma,n_simulations,seed,log_dir
1,wastesorting,04,0.1,0.2,100,1217450350,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,937959263,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,4249784703,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1674011720,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,103065698,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,836688474,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,345006170,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,414341874,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1845214162,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,2780161567,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3266233726,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,4022492301,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1719232097,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1330705744,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,843301018,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,4171875973,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,888676876,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,404430515,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,2553620121,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3579673747,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3782272495,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,4194978368,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3520774629,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3067119362,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,2971036365,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,843795178,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3412400026,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,171937758,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,2371896056,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,2492906678,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3588457261,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1096500677,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3323837681,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1686042203,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,745150392,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,339669352,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1180672136,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,2634257334,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,3599795980,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
1,wastesorting,04,0.1,0.2,100,1538535062,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-1
