run_index,domain,scene,threshold,gamma,n_simulations,seed,log_dir
1,tomato,05,0.1,0.2,100,1228862804,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3855389575,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,8035753,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,4067394640,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2317786267,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2127922419,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1513594989,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1096681948,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3388474467,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2596226441,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1821310189,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1481127539,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,881392068,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2215763319,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2211257258,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2630862291,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2793223295,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1770124275,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1727151346,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2534724124,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2025436145,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,839014733,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,680149834,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3912171929,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,340184865,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,4109689752,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2970762788,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2100120027,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1212558465,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,783638816,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,720116805,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,272121244,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,2741926075,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3129186226,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3086824908,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1075479725,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,1575258419,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3682580567,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,765711987,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
1,tomato,05,0.1,0.2,100,3848008916,experiments_logs/system_log/tomato/scene_05_step50/thres_0-1
