index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,"A,C",A,0.20678569865425203,0.793214301345748,"B,D,A,E,C","-0.34066188,-1.7885703,-2.24782,-4.3129444,-6.069607"
2,"A,B",A,0.5069784710803046,0.4930215289196954,"A,B,D,E,C","-0.28907698,-1.3987553,-5.676282,-8.078294,-9.863185"
3,B,B,0.4024996415965084,0.5975003584034916,"B,C,A,E,D","-0.6885047,-0.7235122,-4.8827186,-5.32035,-10.706024"
4,"B,D",B,0.0835250660770691,0.9164749339229309,"A,B,C,E,D","-0.0021826192,-6.702107,-7.616854,-8.488641,-9.823373"
5,"A,C",C,0.6268287532139319,0.37317124678606806,"C,A,B,E,D","-0.02744304,-4.132126,-4.6559486,-6.748457,-11.678093"
6,B,B,0.30977661144718904,0.690223388552811,"B,D,A,C,E","-0.5788672,-1.6542265,-2.166773,-2.2472308,-3.5866091"
7,"B,D",B,0.25450571308751646,0.7454942869124835,"A,B,D,C,E","-0.8582576,-1.2173617,-1.8191588,-2.1844256,-5.266173"
8,"A,B",B,0.743212044337414,0.25678795566258605,"B,A,D,E,C","-0.011981274,-4.493318,-8.750321,-9.034015,-12.193345"
9,C,C,0.43949178510774894,0.5605082148922511,"C,B,D,A,E","-0.16607839,-2.2579515,-3.775129,-3.9550188,-5.0807304"
10,"A,C",A,0.04168254666417581,0.9583174533358242,"B,D,E,A,C","-0.05356125,-2.9776163,-7.1005354,-8.231563,-10.316567"
11,B,B,0.784236102612207,0.215763897387793,"B,D,A,E,C","-0.0023864722,-6.4211316,-8.221569,-8.307718,-10.51461"
12,"A,C",A,0.08362187825134257,0.9163781217486574,"B,D,A,E,C","-0.0043763597,-5.9823713,-6.5591536,-8.149743,-10.508019"
13,"A,C",A,0.23183619957873308,0.768163800421267,"B,A,E,C,D","-0.09229349,-2.5795944,-4.6867547,-6.0849786,-7.1785874"
14,"A,D",D,0.753116370050281,0.24688362994971902,"D,A,B,C,E","-0.0054537165,-5.45476,-7.692103,-8.140513,-11.503228"
15,B,B,0.22004676454177843,0.7799532354582216,"C,B,A,E,D","-0.13963321,-2.610279,-2.9068718,-6.2206764,-11.05554"
16,"A,D",D,0.5945318178054121,0.4054681821945879,"D,B,C,A,E","-0.035487566,-3.6401286,-5.367151,-5.589273,-8.73017"
17,"B,C",B,0.732380158822265,0.26761984117773496,"B,C,A,E,D","-0.007209387,-5.1957564,-6.8985133,-7.7581153,-13.277786"
18,C,C,0.24307040788383766,0.7569295921161623,"C,B,D,E,A","-1.1785161,-1.25127,-1.5789602,-1.7468545,-3.6720712"
