run_index,domain,scene,threshold,seed,log_dir
1,tomato,05,0.9,3998449110,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,3058319965,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2073779819,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2391684461,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,335996781,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1016304081,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1299239185,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2743355308,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1052995162,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,3255665891,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,303689749,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2849040480,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1260200081,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2254204522,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2267701283,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1797265214,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,441076659,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,330085772,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,994197554,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,3072719103,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2664532601,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1907785080,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,4204497013,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,706572637,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,443452279,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1063714670,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,434116864,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1382623740,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2040949320,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,4133621124,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1473497044,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,4214024332,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,734355037,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,3141530275,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,480804623,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,2603868161,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,3441141659,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1036219265,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1809249340,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
1,tomato,05,0.9,1356402909,experiments_logs/system_log/tomato/scene_05_step50/thres_0-9
