index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,A,A,0.1423133644146817,0.8576866355853183,"B,C,E,A,D","-0.0866684,-2.7813535,-4.3003354,-5.002688,-7.206244"
2,B,B,0.3356819833807001,0.6643180166192999,"A,B,C,E,D","-0.3423847,-1.2436775,-6.7196774,-8.465971,-9.019926"
3,E,E,0.10363674160671962,0.8963632583932803,"A,D,C,E,B","-0.18364051,-1.802144,-6.5031824,-7.005883,-8.131473"
4,A,A,0.10932617240392271,0.8906738275960773,"E,C,B,D,A","-0.083923854,-2.9044633,-3.8885217,-5.7211576,-6.2789063"
5,C,C,0.27554537274864055,0.7244546272513595,"C,D,B,E,A","-0.81479305,-1.2272496,-1.4267316,-3.7568269,-7.392472"
6,D,D,0.24868180352335545,0.7513181964766446,"E,D,C,B,A","-0.2604631,-1.763347,-3.4232132,-3.700187,-8.232514"
7,C,C,0.06978123799365005,0.93021876200635,"A,E,D,C,B","-0.14650394,-1.9950166,-9.311744,-9.633538,-9.694617"
8,A,A,0.1854153381947987,0.8145846618052013,"B,E,D,A,C","-0.33878696,-1.9436129,-2.5725365,-2.7474632,-5.6074543"
9,C,C,0.13459111342087823,0.8654088865791217,"D,A,C,B,E","-0.011785248,-4.893535,-6.157331,-6.7769675,-7.0248694"
10,C,C,0.43026527634136114,0.5697347236586389,"C,B,A,E,D","-0.11148963,-2.2707188,-6.4300704,-7.7603297,-8.80779"
11,A,A,0.12884808732709,0.87115191267291,"D,E,C,B,A","-0.27829966,-2.2023394,-2.2565043,-4.0323014,-4.640221"
12,B,B,0.1567894973320031,0.8432105026679969,"D,E,B,C,A","-0.022985252,-4.632326,-4.9293594,-5.7268505,-6.067974"
13,C,C,0.1365029217092372,0.8634970782907628,"E,A,B,C,D","-0.07333535,-2.8720052,-4.7353015,-5.3749175,-7.510263"
14,C,C,0.33450905757225113,0.6654909424277489,"C,A,B,D,E","-0.40406457,-1.4047798,-2.4604516,-6.964991,-7.5645432"
15,B,B,0.10608802706287411,0.8939119729371259,"D,A,E,B,C","-0.04385501,-3.315698,-5.2072177,-7.093452,-8.575646"
16,D,D,0.12014896703454253,0.8798510329654574,"E,B,A,D,C","-0.16448009,-2.3748455,-2.908516,-5.661577,-7.7649803"
17,D,D,0.09798294696473331,0.9020170530352667,"E,C,A,B,D","-0.14421815,-2.3532636,-3.6306913,-4.490173,-6.543199"
18,E,E,0.11657111351054211,0.8834288864894579,"D,B,E,A,C","-0.015939582,-4.290291,-7.01289,-7.1171856,-7.989378"
19,B,B,0.2334471063381577,0.7665528936618423,"C,B,E,D,A","-1.0110214,-1.0245502,-2.2343376,-2.3154037,-2.643769"
20,B,B,0.37254261075630457,0.6274573892436954,"B,E,A,C,D","-0.1798457,-1.8781966,-4.869585,-5.8009567,-6.9943714"
21,B,B,0.20737709836893653,0.7926229016310635,"E,B,C,D,A","-0.052323543,-3.5054066,-3.942033,-6.981244,-7.9412737"
22,B,B,0.2926109719993823,0.7073890280006176,"C,B,E,A,D","-0.27851325,-1.4573901,-4.960728,-5.822869,-8.640984"
23,E,E,0.09395269594630914,0.9060473040536908,"D,A,C,E,B","-0.06262596,-2.8175526,-7.7185287,-8.041697,-9.147234"
24,E,E,0.3334662132892529,0.666533786710747,"E,B,C,D,A","-0.33443183,-1.7594426,-2.2178948,-5.9757624,-7.5314074"
25,D,D,0.07953318398324558,0.9204668160167544,"A,E,C,D,B","-0.022056991,-3.8451161,-8.420235,-9.317291,-9.460602"
26,E,E,0.3687618505199772,0.6312381494800228,"C,E,A,B,D","-0.6325026,-0.761241,-7.0110083,-7.3984003,-10.810081"
27,A,A,0.4710607908225421,0.5289392091774578,"A,D,C,B,E","-0.017243931,-4.2264915,-6.428222,-7.4332786,-8.383951"
28,D,D,0.08885345714870281,0.9111465428512971,"B,A,E,C,D","-0.012128858,-5.0913143,-5.3335133,-7.158207,-8.320353"
29,A,A,0.5729334603464374,0.42706653965356256,"A,E,B,C,D","-0.0016826785,-6.769379,-8.09849,-8.998859,-10.452713"
30,C,C,0.09589917953609188,0.9041008204639082,"A,B,E,C,D","-0.019181108,-4.2461233,-5.5350275,-7.892638,-8.297057"
31,B,B,0.3411191605904172,0.6588808394095829,"C,B,E,A,D","-0.63288975,-0.76703167,-5.8684034,-6.664727,-7.9777803"
32,E,E,0.14341520965818344,0.8565847903418166,"A,B,C,D,E","-0.27609232,-1.9618833,-2.8426015,-3.7058065,-4.035681"
33,E,E,0.420063250388614,0.5799367496113861,"E,D,B,C,A","-0.046777714,-3.7005386,-4.0161896,-5.882675,-10.032679"
34,C,C,0.11958985778179382,0.8804101422182062,"D,E,B,C,A","-0.036220755,-3.6315596,-5.018858,-6.335661,-7.339054"
35,C,C,0.38355193770870943,0.6164480622912906,"C,B,E,A,D","-0.29030743,-1.3918165,-6.6239543,-6.7146697,-7.292381"
36,E,E,0.27025983039728957,0.7297401696027104,"C,E,B,D,A","-0.4325098,-1.2622999,-2.8351073,-4.7448783,-7.431165"
37,C,C,0.22444656746243544,0.7755534325375646,"D,C,A,B,E","-0.2148496,-2.1563208,-2.7609427,-4.439871,-6.0229588"
38,A,A,0.5729334603464374,0.42706653965356256,"A,E,B,C,D","-0.0016826785,-6.769379,-8.09849,-8.998859,-10.452713"
39,D,D,0.08573540620918972,0.9142645937908103,"B,C,E,A,D","-0.036370214,-3.6216917,-4.9484262,-6.534215,-8.077746"
