run_index,domain,scene,threshold,seed,log_dir
1,tomato,02,0.9,353757272,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,588977953,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,738739877,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,3477734278,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1777449602,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1523460205,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1466433854,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,970941673,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1206961148,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,3623149737,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2484156522,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1177234079,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1165452187,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2714445833,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1015762332,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2420476064,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,4237718187,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1403543947,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,440679701,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,3172988845,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,780499511,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2622641166,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,3138792120,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,439284619,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2197863633,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1061786903,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2295275159,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,4124110452,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,73821393,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2212679211,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,91800035,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,777903419,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,389094,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,425763209,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2726169092,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,1653456170,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,923325021,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2782022521,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,2956927964,temp_test/tomato/scene_02_step50/thres_0-9
1,tomato,02,0.9,4011840098,temp_test/tomato/scene_02_step50/thres_0-9
