run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,tomato,05,0.8,oracle,0.0,518811018,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,1167895574,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2083609031,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2997301210,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3750645784,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2134012434,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,4068323506,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,1240040438,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2924933250,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,4062989674,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3340684284,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,705315793,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,340545356,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3482218212,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3205033514,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,192701203,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,695814963,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3769741920,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3950824184,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,4016509039,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,4098306368,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,4185627961,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2634855967,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,1849261605,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,1195583919,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,1567482776,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3201456930,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2026892009,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2865608019,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2951799911,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,3329559928,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
1,tomato,05,0.8,oracle,0.0,2353505269,50,experiments_logs/system_log/00_ours/tomato/scene_05_step50/ours_answer_oracle_thres_0-8
