index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,A,A,0.20689254218476819,0.7931074578152318,"E,A,C,B,D","-0.48184648156166077,-1.5755964517593384,-1.7474714517593384,-7.138096332550049,-7.763096332550049"
2,B,B,0.9997886111535548,0.00021138884644522626,"B,A,C,E,D","-0.0002137882256647572,-8.797088623046875,-10.203338623046875,-10.828338623046875,-12.609588623046875"
3,E,E,0.9936608439340222,0.006339156065977791,"E,A,C,B,D","-0.006365281995385885,-5.4907402992248535,-6.8657402992248535,-7.1782402992248535,-7.8032402992248535"
4,A,A,0.1372687517942745,0.8627312482057254,"E,A,C,D,B","-0.1733199954032898,-1.9858200550079346,-3.8295700550079346,-9.173319816589355,-10.251444816589355"
5,C,C,0.9986923996477571,0.0013076003522428659,"C,D,B,E,A","-0.0013095251051709056,-6.641934394836426,-13.048184394836426,-13.876309394836426,-19.782560348510742"
6,D,D,0.9751448480834134,0.024855151916586604,"D,E,C,B,A","-0.025173800066113472,-3.6970489025115967,-9.759549140930176,-14.243924140930176,-16.79079818725586"
7,C,C,0.8308686564255032,0.16913134357449677,"C,A,E,B,D","-0.18528570234775543,-1.7790356874465942,-8.544660568237305,-8.997785568237305,-11.341535568237305"
8,A,A,0.9906364018651538,0.009363598134846218,"A,D,C,B,E","-0.00940883718430996,-4.681283950805664,-9.634408950805664,-10.650033950805664,-11.821908950805664"
9,C,C,0.9058901968681317,0.09410980313186834,"C,D,A,E,B","-0.09883828461170197,-2.3644633293151855,-9.145712852478027,-12.739462852478027,-14.848837852478027"
10,C,C,0.9998846736678381,0.00011532633216193577,"C,B,E,D,A","-0.00011677479778882116,-9.078241348266602,-14.156366348266602,-14.531366348266602,-19.3126163482666"
11,A,A,0.993850248993224,0.00614975100677595,"A,D,E,C,B","-0.0061713517643511295,-5.209296226501465,-8.209296226501465,-8.349921226501465,-8.646796226501465"
12,B,B,0.7871145397762443,0.21288546022375565,"B,D,A,E,C","-0.23938383162021637,-1.5518838167190552,-7.130008697509766,-8.645633697509766,-9.723758697509766"
13,C,C,0.018460744453802556,0.9815392555461975,"E,C,A,D,B","-0.023361945524811745,-3.992111921310425,-5.413987159729004,-9.163987159729004,-9.585862159729004"
14,C,C,0.9999973552522478,2.6447477522451024e-06,"C,E,B,A,D","-2.816093228830141e-06,-12.98437786102295,-15.20312786102295,-16.375001907348633,-17.640626907348633"
15,B,B,0.2232811224413546,0.7767188775586454,"D,B,C,E,A","-0.26499828696250916,-1.4993733167648315,-4.671248435974121,-9.264998435974121,-10.936873435974121"
16,D,D,0.3501790262087397,0.6498209737912604,"A,D,C,E,B","-0.6430951952934265,-1.0493452548980713,-2.2055952548980713,-4.299345016479492,-7.893095016479492"
17,D,D,0.021252869012617595,0.9787471309873824,"E,C,D,A,B","-0.4137832224369049,-1.1637831926345825,-3.851283311843872,-5.366908073425293,-7.398158073425293"
18,E,E,0.6769311336036634,0.3230688663963366,"E,D,A,C,B","-0.39024704694747925,-1.140247106552124,-5.843371868133545,-7.827746868133545,-11.374622344970703"
19,B,B,0.7662103694650144,0.23378963053498558,"B,E,C,A,D","-0.2663009464740753,-1.453800916671753,-9.203801155090332,-12.016301155090332,-13.141301155090332"
20,B,B,0.9946698382384463,0.005330161761553653,"B,E,C,D,A","-0.005345701705664396,-5.255345821380615,-9.317845344543457,-10.833470344543457,-13.739720344543457"
21,B,B,0.7428778562548094,0.2571221437451906,"B,E,C,D,A","-0.2972291111946106,-1.4222290515899658,-4.469104290008545,-5.594104290008545,-7.172229290008545"
22,B,B,0.9998866631151688,0.00011333688483117221,"B,C,E,A,D","-0.0001146291324403137,-9.093864440917969,-14.187614440917969,-15.656364440917969,-15.812614440917969"
23,E,E,0.2449410673109592,0.7550589326890408,"D,E,C,A,B","-0.2817838490009308,-1.4067838191986084,-8.109909057617188,-8.297409057617188,-10.188034057617188"
24,E,E,0.9824948594927355,0.017505140507264483,"E,C,D,B,A","-0.017662139609456062,-4.048912048339844,-9.689537048339844,-13.455162048339844,-14.720787048339844"
25,D,D,0.8837485534929126,0.11625144650708741,"D,A,C,E,B","-0.12359406799077988,-2.154844045639038,-8.264219284057617,-9.982969284057617,-10.592344284057617"
26,E,E,0.685937934337338,0.31406206566266204,"E,C,D,B,A","-0.3769835829734802,-1.158233642578125,-11.001983642578125,-15.798858642578125,-18.712921142578125"
27,A,A,0.9314300370209078,0.06856996297909224,"A,D,C,B,E","-0.07103650271892548,-2.6804115772247314,-11.180411338806152,-11.414786338806152,-11.524161338806152"
28,D,D,0.12247453630745127,0.8775254636925487,"B,D,C,E,A","-0.13110822439193726,-2.099858283996582,-7.990483283996582,-9.896733283996582,-11.709233283996582"
29,A,A,0.9949362675756097,0.005063732424390288,"A,E,D,B,C","-0.005078279413282871,-5.286328315734863,-13.567578315734863,-13.598828315734863,-13.926953315734863"
30,C,C,0.052503637142627436,0.9474963628573726,"D,C,E,A,B","-0.05625351145863533,-2.946878433227539,-6.196878433227539,-8.853128433227539,-11.259378433227539"
31,B,B,0.999999844998471,1.5500152894531993e-07,"B,E,C,A,D","-2.339278580620885e-06,-15.921876907348633,-17.406251907348633,-19.437501907348633,-19.968751907348633"
32,E,E,0.9977006947169661,0.0022993052830339034,"E,B,D,C,A","-0.0023027469869703054,-6.096052646636963,-10.627303123474121,-10.705428123474121,-13.924178123474121"
33,E,E,0.9903599583292687,0.009640041670731292,"E,D,C,B,A","-0.009690219536423683,-4.744065284729004,-6.978440284729004,-12.556565284729004,-13.384690284729004"
34,C,C,0.9906426791421424,0.009357320857857565,"C,D,A,E,B","-0.009404470212757587,-4.69690465927124,-8.900029182434082,-9.306279182434082,-11.931279182434082"
35,C,C,0.9894898678529479,0.010510132147052098,"C,B,D,E,A","-0.010581295005977154,-4.5574564933776855,-11.338706016540527,-11.588706016540527,-16.198081970214844"
