run_index,domain,scene,threshold,gamma,n_simulations,seed,log_dir
1,wastesorting,01,0.1,0.2,100,782044828,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3994588660,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2676531868,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1466961500,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2826908466,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1232938980,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,150575622,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1367353127,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2691216156,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3010044465,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,186558501,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3933721157,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1093793739,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,4264527276,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,298519530,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,209978839,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,868532324,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1572613411,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3208327053,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3513895654,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3220351377,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2816397331,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,731624792,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,4190785789,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1795644387,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2824241298,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2942887043,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1085652989,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,95127952,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3819052616,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,4183138822,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,184782116,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3152445069,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,2816876841,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,982466527,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1252637842,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1888796496,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1634768493,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,1335239733,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
1,wastesorting,01,0.1,0.2,100,3350872946,experiments_logs/system_log/wastesorting/scene_01_step50/thres_0-1
