run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,tomato,01,0.8,oracle,0.0,4125014590,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2882277957,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2865421283,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,355408819,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2205570035,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2499498793,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,941196307,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2929224215,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2513985394,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3547722593,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2706322539,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3667673281,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3211398760,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2934691147,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,4268711483,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1166253217,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,106425548,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1803370905,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3126144902,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3316272764,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1988253955,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3539509874,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,127536137,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,682501513,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1769077733,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3290796142,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1467306650,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1329702566,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1264762900,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3244282356,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3990470666,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2936124710,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2810458121,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,556254473,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3408729634,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,499614219,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,1970265231,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3971168952,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,2516039636,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
1,tomato,01,0.8,oracle,0.0,3463176187,50,experiments_logs/system_log/00_ours/tomato/scene_01_step50/ours_answer_oracle_thres_0-8
