run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,tomato,03,0.8,oracle,0.0,620662276,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,1677954298,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,1552139213,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,441205164,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2766866118,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,1454341984,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,1448005277,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2834329942,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,4237947444,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2757991384,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,4243172883,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3484793008,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3645319892,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3619830714,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,651410484,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,755335533,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3164511575,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,4082865760,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3252834088,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,1173092931,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,31364811,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,653840431,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,458722938,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2868432645,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3194000037,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,786049518,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,1087095304,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2945139716,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2550348943,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3846165158,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3757227816,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,796588819,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3024626804,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3627248039,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2821269670,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,3964025086,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
1,tomato,03,0.8,oracle,0.0,2528372545,50,experiments_logs/system_log/00_ours/tomato/scene_03_step50/ours_answer_oracle_thres_0-8
