index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,D,D,0.2514588897781413,0.7485411102218587,"A,D,B,E,C","-0.32424265,-1.6960497,-2.4113226,-6.0491686,-6.5907927"
2,D,D,0.281163599459261,0.718836400540739,"D,A,E,C,B","-0.7479565,-0.94826627,-2.168584,-3.736396,-6.883071"
3,B,B,0.270413653824825,0.729586346175175,"B,C,D,E,A","-0.5990102,-1.6832521,-1.7833421,-2.4009225,-5.100115"
4,E,E,0.17191247792959286,0.8280875220704071,"D,C,E,B,A","-0.019660696,-4.5468726,-4.8616786,-6.9686713,-8.721951"
5,C,C,0.18190859138500784,0.8180914086149922,"A,D,C,B,E","-0.4265397,-1.4985993,-2.7023041,-3.1685174,-4.223474"
6,B,B,0.11084821700741866,0.8891517829925814,"A,D,E,B,C","-0.02872938,-3.6740026,-6.3065805,-7.0850344,-8.369061"
7,C,C,0.09051188705954238,0.9094881129404576,"E,A,B,D,C","-0.12453219,-2.6935802,-3.0457664,-6.7902465,-7.2439685"
8,E,E,0.47125705230285925,0.5287429476971408,"E,A,B,C,D","-0.053288326,-2.979901,-7.18522,-8.529532,-9.836608"
9,A,A,0.2002596059922939,0.7997403940077061,"B,E,C,A,D","-0.7244468,-1.318666,-2.022472,-2.1747298,-6.287002"
10,A,A,0.2916722623647306,0.7083277376352695,"E,A,D,C,B","-0.5913628,-1.028117,-2.442313,-6.6555147,-7.781047"
11,D,D,0.1118050063703521,0.8881949936296479,"C,B,E,A,D","-0.09555625,-2.4911594,-5.618984,-5.8354893,-6.3634205"
12,C,C,0.244599991679794,0.755400008320206,"B,C,E,D,A","-0.7841305,-1.2573667,-1.4607701,-3.7713437,-5.5467286"
13,C,C,0.3579717261417896,0.6420282738582104,"C,D,E,B,A","-0.17663792,-2.1754267,-3.0955832,-6.320397,-6.675465"
14,E,E,0.1591625574845114,0.8408374425154885,"B,D,C,E,A","-0.5022299,-1.253813,-2.5376055,-3.577513,-6.0462685"
15,A,A,0.360483265295118,0.639516734704882,"A,B,E,D,C","-0.18649521,-2.2733617,-2.761025,-5.5852838,-8.815109"
16,E,E,0.15623593103230501,0.843764068967695,"D,A,C,E,B","-0.18935736,-2.5137172,-2.601501,-4.0865607,-7.5042872"
17,B,B,0.3566461432444509,0.6433538567555491,"B,A,E,D,C","-0.20284346,-1.8003604,-4.5511217,-5.07166,-6.556346"
18,A,A,0.25137397687959046,0.7486260231204096,"D,A,B,C,E","-0.058928836,-2.8960125,-6.8155856,-7.6914077,-7.805885"
19,D,D,0.3345308540780687,0.6654691459219313,"A,D,B,C,E","-0.2900507,-1.3826888,-7.7094917,-8.4256,-8.990046"
20,B,B,0.2766136848360852,0.7233863151639148,"B,A,E,D,C","-0.7932669,-1.0860716,-1.6157862,-4.8964334,-5.584536"
21,C,C,0.3363881567173439,0.6636118432826561,"C,D,B,A,E","-0.1252855,-2.9381385,-3.359426,-3.9454398,-4.540481"
22,C,C,0.28094223668832247,0.7190577633116775,"A,C,B,D,E","-0.66829103,-0.93153185,-2.4436474,-5.670149,-5.786005"
23,A,A,0.10894346276536337,0.8910565372346366,"D,C,E,B,A","-0.43427953,-1.0792991,-4.901124,-5.9066267,-6.120652"
