run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,tomato,02,0.8,oracle,0.0,3148919282,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,4286346967,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3724368849,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3249664219,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3944121587,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2465836452,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1034040604,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,796381841,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,536037993,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3874049174,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2161717591,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2219937676,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3132291763,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2778314700,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,4287578939,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1916292512,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3025805276,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,4080639419,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3693692427,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2910178379,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1756812784,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2104490524,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1386038297,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2041917890,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1456922454,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1513939282,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,1509217032,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3716334814,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2832429942,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,4167649290,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,345545467,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,4290953631,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3005290224,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3933443845,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,633303091,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,2006447149,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3833240285,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,178042589,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,4198953185,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
1,tomato,02,0.8,oracle,0.0,3241336381,50,experiments_logs/system_log/00_ours/tomato/scene_02_step50/ours_answer_oracle_thres_0-8
