run_index,domain,scene,threshold,gamma,n_simulations,seed,log_dir
1,wastesorting,02,0.7,0.2,100,1214514600,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3900481815,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,543002912,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2493466053,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3360839478,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2498148888,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3145560678,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2455442614,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,250590110,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,209012334,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,4273888440,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,365161862,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1236336168,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3885539617,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,284775851,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1206076061,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,453508527,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2570597162,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1551008090,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1991756849,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1996664541,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3576860478,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1975611950,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2292621783,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1980618048,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3110945154,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3652642427,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,8688118,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1600617333,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,3387209034,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,4253053293,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,435675690,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1534033202,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,49483091,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1188110587,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2519614330,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1930030187,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,2356315610,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,952966756,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
1,wastesorting,02,0.7,0.2,100,1589352262,experiments_logs/system_log/wastesorting/scene_02_step50/thres_0-7
