run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,wastesorting,03,0.8,oracle,0.0,2686496430,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,3784430630,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,2442556518,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,148583728,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,2967019077,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,352178290,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,2483677603,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1818796177,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,4197887011,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,2869195175,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,4262025327,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1017333988,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1753400974,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,2956606780,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1508069147,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,3751283832,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1247445998,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1586973977,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,726770512,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,1043733633,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
1,wastesorting,03,0.8,oracle,0.0,397064007,50,experiments_logs/system_log/00_ours/wastesorting/scene_03_step50/ours_answer_oracle_thres_0-8
