run_index,domain,scene,threshold,seed,log_dir
1,tomato,02,1.0,2281397293,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3532504746,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2635557912,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2365063409,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,885890378,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2281398582,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,901166309,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2765409021,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3348974020,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,434366420,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,1157454937,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,871717662,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2580892821,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,1998104152,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2152233180,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2769472981,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,617876374,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,87368823,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3296958167,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2781070075,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,1847854850,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,1661302840,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,1633797563,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,106643112,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2246036006,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,751695777,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3054243587,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2356234462,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3542295014,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3686411569,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,594126735,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,4201754440,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,901105890,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2942963960,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2168938530,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,610651684,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,2427099109,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,3625809280,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,753371950,temp_test/tomato/scene_02_step50/thres_1-0
1,tomato,02,1.0,4168832564,temp_test/tomato/scene_02_step50/thres_1-0
