run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,wastesorting,05,0.8,oracle,0.0,3472561175,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,3711623311,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,767585332,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,197023333,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,404190676,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,4185875243,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,1607571637,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,2927547952,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,1544872873,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,3712017443,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,1686811207,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,2304324716,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,582711342,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,3339268527,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,355693028,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,3317524536,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,707566262,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,2754957110,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,769001633,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
1,wastesorting,05,0.8,oracle,0.0,2517302228,50,experiments_logs/system_log/00_ours/wastesorting/scene_05_step50/ours_answer_oracle_thres_0-8
