run_index,domain,scene,threshold,seed,log_dir
1,wastesorting,04,0.2,587932170,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1189322915,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,797967154,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,913715355,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2570394115,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3584347696,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3227898676,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3376691434,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2535743775,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1425201243,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,419805459,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3558162445,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1613553428,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1913680395,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2989484689,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,660863052,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2875290393,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2768564754,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,658115068,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,744097712,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1544760272,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,82053953,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,699568542,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,194378173,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3363167214,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1180376458,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,989930593,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3762471088,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1758549124,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3118557120,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1173795312,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2624408101,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,4044734592,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,3066532369,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,2906833329,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1690275563,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,248116856,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1630568949,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,465586486,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
1,wastesorting,04,0.2,1143074380,experiments_logs/system_log/wastesorting/scene_04_step50/thres_0-2
