run_index,domain,scene,threshold,seed,log_dir
1,wastesorting,03,0.2,4176526777,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1444629622,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,4008670508,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2354336124,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1802962300,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,512059762,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,831991944,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,3373552468,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2807192137,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,3263234313,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,131215584,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,183376504,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1964310168,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2420903770,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,998458620,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,484625673,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1982052019,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1393322476,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1567151861,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1822992904,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2412017313,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2127086384,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2968903139,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,907559300,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2552265891,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1407123515,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,523891714,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2130115819,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2585308257,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2067536374,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,1243766844,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,500839636,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,367017525,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,4041072931,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,508523456,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2570574231,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,544291445,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,255845811,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,2344458383,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
1,wastesorting,03,0.2,3918698480,experiments_logs/system_log/wastesorting/scene_03_step50/thres_0-2
