run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,wastesorting,04,oracle,0.0,0.0,0.8,2448882723,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,2147971344,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,4091719214,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,2659089711,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,2090040490,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,1200846538,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,420367145,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,1367908844,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,3724473919,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,3212809549,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,3418185678,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,3210527692,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,356641429,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,3443387913,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,419091316,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,3441407506,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,752675385,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
1,wastesorting,04,oracle,0.0,0.0,0.8,1806134772,50,knowno,experiments_logs/system_log/04_answer_mode/wastesorting/scene_04_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8704
