run_index,domain,scene,threshold,seed,log_dir
1,tomato,05,1.0,3553437466,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1138125191,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2304321076,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2140211644,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2357864706,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2718973253,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3600901171,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,4089176619,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,994131395,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3443927463,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1815532989,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1713930480,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3300161900,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3201855577,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,18861393,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3122221916,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1905883276,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1309047748,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1819990925,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2740196750,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1645197700,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1824266975,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3354491875,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2460326438,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1616618263,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1129691505,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1571988061,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,646136350,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,816744422,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1182327057,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3944503830,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,672637702,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,4254442342,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,280657339,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2231138493,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3272758733,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,1726163674,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,2127384291,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,7625762,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
1,tomato,05,1.0,3947191522,experiments_logs/system_log/tomato/scene_05_step50/thres_1-0
