index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,"A,C",A,0.8587931995210317,0.14120680047896828,"A,E,B,C,D","-0.0004551023303065449,-8.453579902648926,-8.594204902648926,-9.797329902648926,-13.969204902648926"
2,"A,B",A,0.9226626756637016,0.07733732433629836,"A,B,D,E,C","-9.043078898685053e-05,-9.828215599060059,-10.250090599060059,-13.765715599060059,-17.375089645385742"
3,B,B,0.4125401383030826,0.5874598616969173,"C,B,E,A,D","-0.4516723155975342,-1.0141723155975342,-7.639172554016113,-8.295422554016113,-12.811047554016113"
4,"B,D",B,0.7268447291955981,0.27315527080440194,"B,C,A,E,D","-0.005380553193390369,-5.630380630493164,-6.661630630493164,-7.708505630493164,-9.896005630493164"
5,"A,C",A,0.805079616797658,0.19492038320234195,"A,C,E,B,D","-0.008626633323729038,-4.758626461029053,-11.493001937866211,-13.180501937866211,-17.77425193786621"
6,B,B,0.9920059407772598,0.007994059222740213,"B,A,C,E,D","-1.9361264946837764e-07,-17.953125,-18.40625,-18.4375,-20.09375"
7,"B,D",D,0.2209720349055257,0.7790279650944743,"C,D,E,B,A","-0.03349803388118744,-3.4241230487823486,-8.22099781036377,-9.79912281036377,-10.11162281036377"
8,"A,B",A,0.7557182952941445,0.24428170470585553,"A,D,B,E,C","-0.009122534655034542,-4.743497371673584,-8.071622848510742,-9.727872848510742,-13.930997848510742"
9,C,C,0.9800050285005741,0.019994971499425862,"C,D,E,B,A","-2.696889623621246e-06,-12.87500286102295,-17.203126907348633,-17.781251907348633,-21.312501907348633"
10,"A,C",A,0.0805414233419728,0.9194585766580272,"B,D,A,E,C","-0.36089664697647095,-1.2046465873718262,-5.829646587371826,-8.501522064208984,-11.657772064208984"
11,B,B,0.9826429169598278,0.01735708304017225,"B,D,E,C,A","-5.512236498361744e-07,-15.140625953674316,-15.984375953674316,-16.359375,-18.5"
12,"A,C",A,0.9753142323547803,0.02468576764521968,"A,E,B,D,C","-4.127333340875339e-06,-12.437503814697266,-15.578128814697266,-17.609378814697266,-20.437503814697266"
13,"A,C",A,0.9575264194427497,0.04247358055725026,"A,B,E,C,D","-9.491498531133402e-06,-12.218759536743164,-12.453134536743164,-14.515634536743164,-16.828134536743164"
14,"A,D",D,0.8576155959628564,0.14238440403714359,"D,C,A,E,B","-0.0006749047315679491,-7.531924724578857,-9.125675201416016,-10.422550201416016,-15.328800201416016"
15,B,B,0.9935854233492383,0.0064145766507617274,"B,E,C,A,D","0.0,-18.015625,-18.984375,-19.25,-22.40625"
16,"A,D",D,0.813603782137892,0.18639621786210803,"D,E,B,A,C","-0.0008399999933317304,-7.985215187072754,-8.157090187072754,-8.844590187072754,-9.594590187072754"
17,"B,C",B,0.9396319866379819,0.060368013362018136,"B,C,E,A,D","-4.704065213445574e-05,-10.203171730041504,-11.562546730041504,-14.812546730041504,-17.92192268371582"
18,C,C,0.5950950486069215,0.40490495139307847,"C,B,A,E,D","-0.07501572370529175,-2.6531407833099365,-7.153140544891357,-7.200015544891357,-8.075016021728516"
