index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,D,D,0.2829026707096056,0.7170973292903944,"A,D,B,C,E","-0.4889668822288513,-1.176466941833496,-2.629591941833496,-5.176466941833496,-9.473341941833496"
2,D,D,0.34833044725305035,0.6516695527469496,"D,A,E,C,B","-0.6537618041038513,-0.7631368041038513,-4.356886863708496,-7.138136863708496,-10.403761863708496"
3,B,B,0.5643737644679384,0.4356262355320616,"B,C,E,D,A","-0.003869070205837488,-5.98824405670166,-6.70699405670166,-9.11324405670166,-15.36324405670166"
4,E,E,0.5118448982617261,0.4881551017382739,"E,C,D,B,A","-0.10650037974119186,-2.2940003871917725,-9.044000625610352,-12.012750625610352,-15.262750625610352"
5,C,C,0.45860329856941645,0.5413967014305836,"C,D,E,B,A","-0.051956020295619965,-3.1144559383392334,-5.0988311767578125,-9.458206176757812,-10.583206176757812"
6,B,B,0.4252328048928405,0.5747671951071596,"B,A,D,C,E","-0.5763190984725952,-0.8263190984725952,-9.420068740844727,-10.076318740844727,-13.185693740844727"
7,C,C,0.3505362443484665,0.6494637556515335,"C,A,E,B,D","-0.4609789252281189,-1.0547289848327637,-4.023478984832764,-5.773478984832764,-10.710978507995605"
8,E,E,0.33495642575785384,0.6650435742421461,"C,E,A,B,D","-0.4920116662979126,-0.9920116662979126,-4.070136547088623,-8.913887023925781,-11.007637023925781"
9,A,A,0.4455636514609381,0.5544363485390619,"A,C,E,B,D","-0.02667749486863613,-4.30792760848999,-4.49542760848999,-6.44855260848999,-10.089177131652832"
10,A,A,0.4105744869640374,0.5894255130359626,"A,E,D,B,C","-0.26943472027778625,-1.4569346904754639,-6.003809928894043,-8.941309928894043,-9.660059928894043"
11,D,D,0.5187989450873041,0.48120105491269594,"D,E,B,C,A","-0.013948403298854828,-4.685823440551758,-5.451448440551758,-9.451448440551758,-15.388948440551758"
12,C,C,0.4128872717314372,0.5871127282685629,"C,E,B,D,A","-0.6481420993804932,-0.7418920993804932,-7.210641860961914,-11.132516860961914,-15.773141860961914"
13,C,C,0.6756444326145142,0.32435556738548577,"C,D,E,B","-0.010713276453316212,-4.54196310043335,-15.948213577270508,-16.807588577270508"
14,E,E,0.263092236076085,0.736907763923915,"B,E,C,D,A","-0.21395711600780487,-2.0733320713043213,-2.7139570713043213,-7.4795823097229,-12.213956832885742"
15,A,A,0.4160489744627254,0.5839510255372746,"A,E,B,C,D","-0.12635454535484314,-2.188854455947876,-5.173229694366455,-7.923229694366455,-9.079479217529297"
16,E,E,0.2672397273039285,0.7327602726960716,"A,E,D,C,B","-0.25526636838912964,-1.5833914279937744,-4.395891189575195,-5.083391189575195,-6.536516189575195"
17,B,B,0.2736743052600709,0.726325694739929,"E,A,B,D,C","-0.5257021188735962,-1.5725771188735962,-1.6038271188735962,-9.447577476501465,-9.681952476501465"
18,A,A,0.4989775654699697,0.5010224345300303,"A,D,C,B,E","-0.06127781420946121,-2.8269028663635254,-8.998777389526367,-10.139402389526367,-10.326902389526367"
19,D,D,0.5901028346923926,0.40989716530760745,"D,E,B,C,A","-0.00838739238679409,-4.805262565612793,-9.727137565612793,-10.852137565612793,-14.602137565612793"
20,B,B,0.28155294905736405,0.718447050942636,"A,E,B,C,D","-0.7863665819168091,-1.192616581916809,-1.426991581916809,-9.38011646270752,-10.48949146270752"
21,C,C,0.48604382033961613,0.5139561796603839,"C,D,A,B,E","-0.020195210352540016,-4.504570007324219,-4.738945007324219,-9.082695007324219,-11.676445007324219"
22,C,C,0.5563181257299401,0.4436818742700599,"C,B,E,D,A","-0.03694664314389229,-3.3181965351104736,-10.521321296691895,-10.708821296691895,-16.44319725036621"
23,A,A,0.046786903623645605,0.9532130963763544,"D,E,C,B,A","-0.0023462767712771893,-6.158596038818359,-8.92422103881836,-9.45547103881836,-12.68984603881836"
24,E,E,0.37879722838197516,0.6212027716180248,"E,B,A,D,C","-0.0629638284444809,-3.2348387241363525,-4.453588962554932,-5.125463962554932,-5.594213962554932"
25,E,E,0.5489744231880735,0.45102557681192645,"E,B,C,D,A","-0.01011207327246666,-4.697612285614014,-7.041362285614014,-10.150736808776855,-14.666361808776855"
26,C,C,0.4709621753680797,0.5290378246319203,"C,A,E,B,D","-0.06137042120099068,-2.858245372772217,-6.217620372772217,-8.780120849609375,-12.389495849609375"
27,E,E,0.56902517733731,0.43097482266269005,"E,A,D,C,B","-0.003111407160758972,-6.268736362457275,-6.784361362457275,-10.581236839294434,-11.846861839294434"
28,E,E,0.5032775223206192,0.4967224776793808,"E,C,B,D,A","-0.1021328940987587,-2.336507797241211,-7.820882797241211,-11.414632797241211,-17.68807029724121"
29,E,E,0.7099553922393632,0.2900446077606368,"E,D,C,B,A","-0.002641056664288044,-5.940141201019287,-14.908890724182129,-17.018266677856445,-19.674516677856445"
30,E,E,0.5209086733361178,0.4790913266638822,"E,C,D,B,A","-0.11638020724058151,-2.210130214691162,-9.382004737854004,-12.913254737854004,-18.03825569152832"
31,A,A,0.48079024184161295,0.519209758158387,"A,B,E,C,D","-0.021737538278102875,-4.006112575531006,-5.818612575531006,-8.177987098693848,-10.631112098693848"
32,A,A,0.42379636777693425,0.5762036322230657,"A,C,E,B,D","-0.09282241016626358,-3.061572313308716,-3.186572313308716,-8.811572074890137,-11.920947074890137"
33,E,E,0.7222933462034341,0.2777066537965659,"E,D,C,A,B","-0.002986375242471695,-5.815486431121826,-17.315486907958984,-18.362361907958984,-21.002986907958984"
34,C,C,0.3459296775805369,0.6540703224194631,"C,B,E,D,A","-0.23550818860530853,-2.2355082035064697,-2.6417582035064697,-3.4542582035064697,-13.04800796508789"
35,A,A,0.3645184877652399,0.6354815122347601,"A,C,D,B,E","-0.3553580641746521,-1.3553581237792969,-3.386608123779297,-8.152233123779297,-9.245983123779297"
36,B,B,0.4515595142662794,0.5484404857337206,"B,C,E,D,A","-0.16185404360294342,-1.9118540287017822,-6.505604267120361,-10.193103790283203,-11.974353790283203"
37,A,A,0.6782535230105997,0.3217464769894003,"A,E,B,D,C","-0.0030847860034555197,-5.784334659576416,-13.440585136413574,-14.956210136413574,-15.924960136413574"
38,D,D,0.12789308758072618,0.8721069124192738,"B,D,E,C,A","-0.00017553119687363505,-8.687675476074219,-12.265800476074219,-13.531425476074219,-15.281425476074219"
39,D,D,0.291595531282255,0.708404468717745,"C,D,B,E,A","-0.16079522669315338,-2.129545211791992,-3.520170211791992,-12.457670211791992,-15.957670211791992"
40,A,A,0.2951110412194501,0.7048889587805499,"B,A,C,E,D","-0.1741616427898407,-1.846036672592163,-6.939786434173584,-7.517911434173584,-7.721036434173584"
41,E,E,0.5379838351915138,0.4620161648084862,"E,C,D,B,A","-0.08635419607162476,-2.4926042556762695,-10.80510425567627,-12.03947925567627,-17.297290802001953"
42,C,C,0.17210138686995252,0.8278986131300474,"B,A,C,E,D","-0.05895638465881348,-3.1995813846588135,-4.402706146240234,-5.496456146240234,-9.637081146240234"
43,E,E,0.32906265782429445,0.6709373421757056,"B,E,A,D,C","-0.47434714436531067,-1.0368471145629883,-3.7712221145629883,-9.833722114562988,-9.927472114562988"
44,A,A,0.505049586486977,0.49495041351302305,"A,D,B,C,E","-0.03340822830796242,-3.4396581649780273,-7.330283164978027,-10.049033164978027,-11.220908164978027"
45,E,E,0.5557581668939717,0.44424183310602827,"E,A,C,D,B","-0.07889529317617416,-2.578895330429077,-13.532020568847656,-13.766395568847656,-14.125770568847656"
46,C,C,0.4302054052804538,0.5697945947195462,"C,B,A,E,D","-0.3781328499317169,-1.1593828201293945,-6.8156328201293945,-11.331257820129395,-12.925007820129395"
47,C,C,0.508502547488876,0.491497452511124,"C,B,E,D,A","-0.05931255966424942,-2.871812582015991,-6.949937343597412,-11.37181282043457,-16.07493782043457"
48,E,E,0.39584626673704637,0.6041537332629536,"E,C,B,D,A","-0.25022006034851074,-2.0314700603485107,-2.4064700603485107,-10.31272029876709,-16.031469345092773"
49,B,B,0.5623991533780245,0.4376008466219755,"B,C,D,A,E","-0.04067177325487137,-3.2281718254089355,-12.306296348571777,-12.431296348571777,-12.696921348571777"
50,D,D,0.2865504472131953,0.7134495527868048,"E,D,C,B,A","-0.1677514612674713,-1.933376431465149,-4.683376312255859,-7.683376312255859,-10.71462631225586"
51,D,D,0.7666494803597788,0.23335051964022124,"D,C,E,B,A","-0.0002831464516930282,-8.187783241271973,-13.265908241271973,-17.953407287597656,-22.156532287597656"
52,C,C,0.5217020481178923,0.47829795188210766,"C,B,A,E,D","-0.0426144078373909,-3.198864459991455,-7.011364459991455,-12.167613983154297,-15.198863983154297"
53,B,B,0.4508925353478812,0.5491074646521188,"B,A,E,C,D","-0.6777152419090271,-0.7089652419090271,-12.240215301513672,-13.740215301513672,-15.490215301513672"
54,B,B,0.6420088313086554,0.3579911686913446,"B,C,A,E,D","-0.006729934364557266,-5.006730079650879,-12.381730079650879,-14.537980079650879,-14.897355079650879"
55,A,A,0.7307245815086809,0.2692754184913191,"A,E,D,C,B","-0.00022690063633490354,-8.640851974487305,-12.312726974487305,-14.687726974487305,-14.718976974487305"
