run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,wastesorting,02,0.8,oracle,0.0,299269500,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,156719638,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,489635145,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,2822608228,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3041992473,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,2287984066,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,1604110324,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,4109921322,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,2347251538,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3733557549,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3120812432,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,61379503,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3899994685,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,1745470590,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,915385317,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,637687932,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,1086533950,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3295295814,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,2814219191,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,2236202175,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,115942273,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3505313883,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,3715597868,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
1,wastesorting,02,0.8,oracle,0.0,2076290515,50,experiments_logs/system_log/00_ours/wastesorting/scene_02_step50/ours_answer_oracle_thres_0-8
