run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,tomato,01,oracle,0.0,0.0,0.8,1458150884,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3386478412,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3291280197,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,4270236288,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3752427319,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,2329500287,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3435920049,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3599033784,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,783349566,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,2030873254,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,2061156605,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,1801113221,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,1326026299,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,2632262282,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,2357118902,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3906002418,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,3570474679,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,1471718338,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,oracle,0.0,0.0,0.8,2839572742,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
