run_index,domain,scene,threshold,seed,max_step,max_belief_particles,log_dir
1,wastesorting,10,0.8,428847252,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2532290907,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1530149251,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,3569492907,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,3411232267,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,232057206,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1622018008,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2439437907,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,485174843,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1107218004,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2041528651,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2392636721,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1018318578,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2739809608,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,899464169,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1620889474,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,356150104,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,3443625875,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1792000974,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,401912170,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,15955661,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,3673496659,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,3453666543,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,542848383,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1405837363,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2492064629,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,493800175,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,856682778,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,3985888859,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2313332706,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,1231683723,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,4102591397,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,782281084,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,564919416,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,4249961875,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,944231914,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,373774358,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2555060220,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,835366596,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
1,wastesorting,10,0.8,2937511561,90,800,experiments_logs/system_log/wastesorting/scene_10/scale_ours_step90
