index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
1,A,A,0.2883191870012734,0.7116808129987267,"B,A,E,C,D","-0.21816671,-1.7161716,-4.354649,-5.9619107,-7.1601415"
2,"A,B,C,D",B,0.32593272518643296,0.674067274813567,"B,C,A,D,E","-0.80696607,-0.9918301,-1.7404835,-5.5098295,-5.840907"
3,B,B,0.8914993198405817,0.10850068015941827,"B,E,C,D,A","-0.0003670365,-8.475741,-11.183761,-11.497121,-12.277755"
4,B,B,0.3917659385545107,0.6082340614454893,"B,A,D,E,C","-0.2735842,-1.9595582,-2.856365,-3.3655813,-5.0582314"
5,"A,B,D",B,0.5868929475016195,0.41310705249838053,"B,A,D,C,E","-0.026470054,-4.458769,-4.632509,-5.614378,-6.787239"
6,B,B,0.7457689804185619,0.2542310195814381,"B,E,C,A,D","-0.004999398,-5.7342033,-6.4702415,-9.256151,-10.41707"
7,C,C,0.2824826015420235,0.7175173984579766,"C,B,A,D,E","-0.9115103,-1.2530515,-1.7751443,-1.9668138,-5.8257923"
8,"A,C,D",C,0.3965113384331765,0.6034886615668236,"C,B,A,E,D","-0.33188277,-1.542351,-3.312752,-3.4987757,-6.321484"
9,C,C,0.8732880473993535,0.1267119526006465,"C,A,E,B,D","-0.0007917629,-8.252836,-10.128197,-10.603439,-12.0795765"
10,C,C,0.08625755660846843,0.9137424433915315,"D,B,A,C,E","-0.08963317,-3.151893,-3.40438,-5.3024282,-5.3664236"
11,"A,B,D",A,0.4007882143323693,0.5992117856676307,"A,B,D,E,C","-0.4617384,-1.1543577,-2.9713304,-6.1698303,-6.851"
12,A,A,0.8375095912266047,0.16249040877339527,"A,B,C,E,D","-0.001044836,-7.3805614,-8.550299,-10.746122,-11.333496"
13,A,A,0.09490320619698851,0.9050967938030114,"B,E,A,D,C","-0.018416928,-4.354133,-5.718097,-6.352611,-8.003174"
14,"A,B,D",B,0.6090933353396074,0.3909066646603926,"B,A,D,E,C","-0.030932764,-3.6573594,-6.2000175,-6.317165,-7.179275"
15,D,D,0.731035335918221,0.268964664081779,"D,A,B,E,C","-0.0054790797,-5.9505987,-6.056693,-7.7400045,-11.576356"
16,"A,B,E",B,0.629525461831346,0.37047453816865406,"B,E,A,C,D","-0.026535172,-3.857155,-5.4733315,-7.379896,-8.434309"
17,"A,B,C",B,0.30812642463787165,0.6918735753621283,"B,C,A,E,D","-0.76304215,-1.0786779,-2.327461,-2.3652418,-6.160743"
18,"A,D,E",D,0.4084847776603594,0.5915152223396406,"D,E,B,A,C","-0.26987052,-1.9232423,-2.7011278,-3.8237474,-6.59988"
19,D,D,0.08793095010961262,0.9120690498903874,"E,C,B,D,A","-0.62522036,-0.8443633,-3.7954454,-4.9066668,-5.2760324"
20,C,C,0.07089598773818383,0.9291040122618162,"B,E,D,A,C","-0.42931905,-1.9723908,-1.9844452,-2.7044485,-5.2113338"
21,B,B,0.7538488287909342,0.24615117120906582,"B,E,D,A,C","-0.0036971122,-5.8598332,-7.587321,-8.421376,-9.356633"
22,E,E,0.6975053027170499,0.3024946972829501,"E,B,A,D,C","-0.008317518,-5.326654,-5.8463664,-8.2729,-8.583506"
23,B,B,0.3509707266857233,0.6490292733142766,"A,B,C,D,E","-0.5306117,-0.9475009,-3.9235103,-5.6446176,-7.298678"
