run_index,domain,scene,threshold,answer_type,noisy_oracle_error_rate,seed,max_step,log_dir
1,wastesorting,01,0.8,oracle,0.0,1892851374,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,1071437095,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,2901170492,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,1210957085,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,3849764362,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,1953479904,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,81131151,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,3704096830,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,79521635,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,3989051048,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,3871940942,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,2552846889,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,585250223,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,3344104277,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
1,wastesorting,01,0.8,oracle,0.0,1007270731,50,experiments_logs/system_log/00_ours/wastesorting/scene_01_step50/ours_answer_oracle_thres_0-8
