run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2625172981,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2854969684,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,4015909624,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,555371759,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2679612157,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2284900967,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,598188473,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,609811495,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1649919583,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2632333782,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1528440027,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1706823420,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3795918721,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,360225783,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2658712393,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3439181122,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,633376191,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,483215079,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3047628833,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1317725429,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3363430623,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3387530134,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,4221110284,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1873308484,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2182935107,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,4009576053,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3403921591,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,3160044832,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2111708093,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,776845499,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2281162837,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,545141606,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1443291980,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1998586321,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,2004046178,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1192665023,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1232363035,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1884953524,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1148961417,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
1,tomato,01,noisy-oracle,0.9,0.1,0.8,1071371087,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_noisy_oracle_noise_0-9_thres_0-8
