run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,tomato,01,human-proxy,0.0,0.0,0.8,1301944917,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,1475383132,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,1631095372,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,3613470675,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,432301282,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,3590601241,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,1886134766,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,61526884,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,1485365170,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,706952514,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,532699766,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,01,human-proxy,0.0,0.0,0.8,64525009,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/runner_knowno_answer_human_proxy_thres_0-8_model_gpt4_qhat_0-8404
