run_index,domain,scene,threshold,seed,log_dir
1,tomato,05,0.0,783969999,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3768554990,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3220861480,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3877790845,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,682245244,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,284252652,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,2217158591,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,812014275,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1276279433,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,59848948,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1091602410,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3964405037,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1253031405,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,562051055,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3169890855,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,604319390,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1770745831,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,520652397,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1067051232,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,4141041996,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,2668931584,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1053797556,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3460231341,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3309757992,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,607750697,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,200181951,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,3300704811,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,4283116019,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1082522115,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,4292943925,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,476095646,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,4193582437,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,2284332382,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,2298166616,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1501722173,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1295156731,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,1022478289,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,963403494,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,315463704,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
1,tomato,05,0.0,2524424537,experiments_logs/system_log/tomato/scene_05_step50/thres_0-0
