run_index,domain,scene,threshold,seed,log_dir
1,tomato,02,0.5,2428279278,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2983718068,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1796649461,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3305403160,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2870718851,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1806506449,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2170154751,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2388161581,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3138535176,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,607516652,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1585831814,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2811374257,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2848847423,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,835410253,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,151433900,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1468363498,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2190373141,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,4085745588,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2594014039,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,4152515256,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3925668170,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,4240265349,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1951529662,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3478916981,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3280196741,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,255537543,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3389205308,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,965627114,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,3357619866,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1335454620,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,482927054,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,301220149,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2885826950,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2413197544,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,16875021,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2526673699,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,2087578445,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,784887065,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,4127291775,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
1,tomato,02,0.5,1582374127,experiments_logs/system_log/tomato/scene_02_step50/thres_0-5
